date,iso_alpha_3,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,tests,confirmed,deaths,recovered,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index
2020-04-11,CHN,China,,,,83369,3349,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-12,CHN,China,,,,83482,3349,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-13,CHN,China,,,,83597,3351,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-14,CHN,China,,,,83696,3351,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-15,CHN,China,,,,83745,3352,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-16,CHN,China,,,,83797,3352,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-17,CHN,China,,,,83824,3352,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-18,CHN,China,,,,84180,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-19,CHN,China,,,,84201,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-20,CHN,China,,,,84237,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-21,CHN,China,,,,84250,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-22,CHN,China,,,,84287,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-23,CHN,China,,,,84302,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-24,CHN,China,,,,84311,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-25,CHN,China,,,,84324,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-26,CHN,China,,,,84338,4642,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-27,CHN,China,,,,84341,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-28,CHN,China,,,,84347,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-29,CHN,China,,,,84369,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-30,CHN,China,,,,84373,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-01,CHN,China,,,,84385,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-02,CHN,China,,,,84388,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-03,CHN,China,,,,84393,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-04,CHN,China,,,,84400,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-05,CHN,China,,,,84404,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-06,CHN,China,,,,84406,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-07,CHN,China,,,,84409,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-08,CHN,China,,,,84415,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-09,CHN,China,,,,84416,4643,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-05-10,CHN,China,,,,84430,4643,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-11,CHN,China,,,,84450,4643,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-12,CHN,China,,,,84451,4644,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-13,CHN,China,,,,84458,4644,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-14,CHN,China,,,,84464,4644,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-15,CHN,China,,,,84469,4644,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-16,CHN,China,,,,84478,4644,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-17,CHN,China,,,,84484,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-18,CHN,China,,,,84494,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-19,CHN,China,,,,84500,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-20,CHN,China,,,,84505,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-21,CHN,China,,,,84507,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-22,CHN,China,,,,84520,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-23,CHN,China,,,,84522,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-24,CHN,China,,,,84525,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-25,CHN,China,,,,84536,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-26,CHN,China,,,,84543,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-27,CHN,China,,,,84544,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-28,CHN,China,,,,84547,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-29,CHN,China,,,,84547,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-30,CHN,China,,,,84565,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-05-31,CHN,China,,,,84570,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-06-01,CHN,China,,,,84588,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-06-02,CHN,China,,,,84597,4645,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-06-03,CHN,China,,,,84602,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-04,CHN,China,,,,84603,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-05,CHN,China,,,,84614,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-06,CHN,China,,,,84620,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-07,CHN,China,,,,84629,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-08,CHN,China,,,,84634,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-09,CHN,China,,,,84638,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-10,CHN,China,,,,84641,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-11,CHN,China,,,,84652,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-12,CHN,China,,,,84659,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-13,CHN,China,,,,84671,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-14,CHN,China,,,,84729,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-15,CHN,China,,,,84778,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-16,CHN,China,,,,84823,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-17,CHN,China,,,,84867,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-18,CHN,China,,,,84903,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-19,CHN,China,,,,84940,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-20,CHN,China,,,,84970,4645,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-21,CHN,China,,,,84997,4646,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-22,CHN,China,,,,85018,4646,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-23,CHN,China,,,,85070,4646,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-24,CHN,China,,,90000000.0,85098,4647,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-25,CHN,China,,,,85119,4647,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-26,CHN,China,,,,85148,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-27,CHN,China,,,,85172,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-28,CHN,China,,,,85190,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-29,CHN,China,,,,85204,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-06-30,CHN,China,,,,85227,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-01,CHN,China,,,,85232,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-02,CHN,China,,,,85263,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-03,CHN,China,,,,85278,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-04,CHN,China,,,,85287,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-05,CHN,China,,,,85306,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-06,CHN,China,,,,85320,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-07,CHN,China,,,,85345,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-08,CHN,China,,,,85366,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-09,CHN,China,,,,85399,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-10,CHN,China,,,,85445,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-11,CHN,China,,,,85487,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-12,CHN,China,,,,85522,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-13,CHN,China,,,,85568,4648,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-14,CHN,China,,,,85623,4649,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-15,CHN,China,,,,85677,4649,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-16,CHN,China,,,,85697,4651,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-17,CHN,China,,,,85775,4651,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-18,CHN,China,,,,85857,4652,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-19,CHN,China,,,,85937,4653,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-20,CHN,China,,,,86068,4653,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-21,CHN,China,,,,86152,4653,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-22,CHN,China,,,,86226,4655,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-23,CHN,China,,,,86361,4655,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-24,CHN,China,,,,86500,4656,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-25,CHN,China,,,,86660,4657,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-26,CHN,China,,,,86839,4659,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-27,CHN,China,,,,87028,4659,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-28,CHN,China,,,,87245,4663,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-29,CHN,China,,,,87457,4664,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-30,CHN,China,,,,87680,4665,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-07-31,CHN,China,,,,87956,4666,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-01,CHN,China,,,,88122,4668,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-02,CHN,China,,,,88302,4674,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-03,CHN,China,,,,88460,4677,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-04,CHN,China,,,,88574,4678,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-05,CHN,China,,,,88682,4683,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-06,CHN,China,,,160000000.0,88804,4684,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-07,CHN,China,,,,88937,4687,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-08,CHN,China,,,,89057,4688,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-09,CHN,China,,,,89149,4688,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-10,CHN,China,,,,89270,4693,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-11,CHN,China,,,,89383,4696,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-12,CHN,China,,,,89444,4699,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-13,CHN,China,,,,89526,4704,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-14,CHN,China,,,,89625,4707,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-15,CHN,China,,,,89695,4708,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-16,CHN,China,,,,89761,4710,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-17,CHN,China,,,,89859,4710,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-18,CHN,China,,,,89926,4710,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-19,CHN,China,,,,89980,4712,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-20,CHN,China,,,,90013,4713,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-21,CHN,China,,,,90053,4716,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-22,CHN,China,,,,90103,4716,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-23,CHN,China,,,,90141,4717,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-24,CHN,China,,,,90182,4718,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-25,CHN,China,,,,90205,4718,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-26,CHN,China,,,,90239,4719,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-27,CHN,China,,,,90271,4720,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-28,CHN,China,,,,90301,4722,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-29,CHN,China,,,,90323,4725,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-30,CHN,China,,,,90351,4728,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-08-31,CHN,China,,,,90383,4729,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-09-01,CHN,China,,,,90402,4730,,1392730000,-2.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,78.24
2020-09-02,CHN,China,,,,90422,4731,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,-2.0,3.0,2.0,3.0,2.0,55.09
2020-09-03,CHN,China,,,,90442,4734,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,-2.0,3.0,2.0,3.0,2.0,55.09
2020-09-04,CHN,China,,,,90475,4735,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-05,CHN,China,,,,90498,4735,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-06,CHN,China,,,,90517,4735,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-07,CHN,China,,,,90551,4737,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-08,CHN,China,,,,90573,4739,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-09,CHN,China,,,,90582,4740,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-10,CHN,China,,,,90595,4740,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-11,CHN,China,,,,90623,4740,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-12,CHN,China,,,,90643,4740,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-13,CHN,China,,,,90666,4741,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-14,CHN,China,,,,90695,4741,,1392730000,-2.0,1.0,-2.0,-4.0,0.0,0.0,0.0,3.0,2.0,3.0,2.0,46.76
2020-09-15,CHN,China,,,,90718,4742,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-16,CHN,China,,,,90734,4743,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-17,CHN,China,,,,90753,4743,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-18,CHN,China,,,,90797,4743,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-19,CHN,China,,,,90814,4744,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-20,CHN,China,,,,90840,4744,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,81.94
2020-09-21,CHN,China,,,,90876,4744,,1392730000,-3.0,-2.0,-2.0,-3.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,75.46
2020-09-22,CHN,China,,,,90890,4744,,1392730000,-2.0,-2.0,-2.0,-3.0,-2.0,-3.0,-2.0,3.0,2.0,3.0,2.0,71.76
2020-09-23,CHN,China,,,,90908,4744,,1392730000,-2.0,-2.0,-2.0,-3.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,63.43
2020-09-24,CHN,China,,,,90918,4745,,1392730000,-2.0,-2.0,-2.0,-3.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,63.43
