date,iso_alpha_3,administrative_area_level_1,administrative_area_level_2,administrative_area_level_3,tests,confirmed,deaths,recovered,population,school_closing,workplace_closing,cancel_events,gatherings_restrictions,transport_closing,stay_home_restrictions,internal_movement_restrictions,international_movement_restrictions,information_campaigns,testing_policy,contact_tracing,stringency_index
2020-03-03,CHN,China,,,,80302,2948,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-04,CHN,China,,,,80422,2984,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-05,CHN,China,,,,80565,3016,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-06,CHN,China,,,,80710,3045,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-07,CHN,China,,,,80813,3073,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-08,CHN,China,,,,80859,3101,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-09,CHN,China,,,,80904,3124,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-10,CHN,China,,,,80924,3140,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-11,CHN,China,,,,80955,3162,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-12,CHN,China,,,,80980,3173,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-13,CHN,China,,,,80991,3181,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-14,CHN,China,,,,81021,3194,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-15,CHN,China,,,,81048,3204,,1392730000,3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,81.02
2020-03-16,CHN,China,,,,81077,3218,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-17,CHN,China,,,,81117,3231,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-18,CHN,China,,,,81151,3242,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-19,CHN,China,,,,81237,3250,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-20,CHN,China,,,,81300,3255,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-21,CHN,China,,,,81416,3261,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-22,CHN,China,,,,81498,3267,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-23,CHN,China,,,,81601,3276,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-24,CHN,China,,,,81747,3283,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-25,CHN,China,,,,81848,3287,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,2.0,2.0,2.0,2.0,79.17
2020-03-26,CHN,China,,,,81961,3293,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,2.0,2.0,81.94
2020-03-27,CHN,China,,,,82078,3298,,1392730000,-3.0,-3.0,-2.0,-4.0,-2.0,-3.0,-2.0,3.0,2.0,2.0,2.0,81.94
2020-03-28,CHN,China,,,,82213,3301,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,2.0,2.0,73.61
2020-03-29,CHN,China,,,,82341,3306,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,2.0,2.0,73.61
2020-03-30,CHN,China,,,,82447,3310,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,2.0,2.0,73.61
2020-03-31,CHN,China,,,,82545,3314,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,73.61
2020-04-01,CHN,China,,,,82631,3321,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,73.61
2020-04-02,CHN,China,,,,82724,3327,,1392730000,-3.0,-3.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,73.61
2020-04-03,CHN,China,,,,82802,3331,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,69.91
2020-04-04,CHN,China,,,,82875,3335,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,69.91
2020-04-05,CHN,China,,,,82930,3338,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,69.91
2020-04-06,CHN,China,,,,83005,3340,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,69.91
2020-04-07,CHN,China,,,,83072,3340,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-3.0,-2.0,3.0,2.0,3.0,2.0,69.91
2020-04-08,CHN,China,,,,83157,3342,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-09,CHN,China,,,,83249,3344,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
2020-04-10,CHN,China,,,,83305,3345,,1392730000,-3.0,-2.0,-2.0,-4.0,0.0,-1.0,-1.0,3.0,2.0,3.0,2.0,56.94
